사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-22,8호선,2818,가락시장,43,0,2781,2340,5577,7139,10763,14173,12539,38456,9832,16736,9265,11532,9910,10210,9398,9928,10291,10659,11035,9921,12428,10454,12987,12175,17826,14581,27254,19251,11765,13635,10489,8718,10189,8168,8471,6378,3872,4238,554,2172,1,390,0,0,0,0
Jun-22,8호선,2819,문정,11,1,2123,3202,6669,13873,21725,51586,30706,164958,18076,73219,15112,26205,15774,17693,17301,16453,20105,19178,22825,17622,26125,17408,31238,18793,74815,23060,120816,33881,40125,23735,26694,13955,23646,12474,18133,11127,6297,6997,808,1413,0,0,0,0,0,0
Jun-22,8호선,2820,장지,24,0,5535,2629,17628,12515,44732,27108,54383,47720,30423,29614,19999,18805,17813,18904,19801,22288,20783,18880,19786,21311,22929,23864,30672,28087,41750,31593,46861,48828,25927,34774,22802,21060,18148,17240,11011,17144,4253,10124,516,1916,0,0,0,0,0,0
Jun-22,8호선,2821,복정,2,0,4179,2551,10358,8979,27930,10455,35440,16668,21060,11598,13226,8576,10900,6886,12295,9438,11406,8272,10760,8663,12408,9950,15987,13340,20013,18381,23345,27991,13348,20630,8687,13180,6991,12409,5806,11662,2300,5662,307,1189,0,0,0,0,0,0
Jun-22,8호선,2822,산성,22,1,3904,841,7845,4089,21609,3588,24781,8832,12882,6186,9147,5725,7673,4841,7834,5060,7692,5716,7046,5573,7898,7553,8933,9574,9036,12543,6939,19750,3733,17129,2481,10533,2182,9988,1318,9514,623,5661,103,1789,0,0,0,0,0,0
Jun-22,8호선,2823,남한산성입구(성남법원.검찰청),34,0,11242,1571,21051,5380,50840,11130,67359,25461,33074,20552,21776,13283,19891,11189,19974,13550,18754,15204,17555,14012,18400,16988,20784,21435,23262,28685,22280,45033,10692,35589,7410,22588,5675,22162,3846,20197,1372,11696,155,3460,0,0,0,0,0,0
Jun-22,8호선,2824,단대오거리,12,0,8654,1693,15987,7845,35090,10856,43310,21244,22989,10730,16447,8992,14474,9121,15406,10097,14810,10801,13355,11878,13519,15217,17173,18681,19348,23337,22108,36131,9961,28406,7135,17377,5559,16856,4175,15989,1530,10192,169,2383,1,33,0,0,0,0
Jun-22,8호선,2825,신흥,1,0,3418,384,5105,2785,11621,3534,15683,6830,8504,4526,6104,4541,5825,4743,6155,5738,5936,7608,5842,7403,6787,8002,8500,9574,8784,10798,7470,15426,4746,12659,3882,7700,2948,7002,1989,5696,848,3879,104,800,0,132,1,1,0,0
Jun-22,8호선,2826,수진,3,0,4144,604,6953,2549,16312,4084,21909,12243,11515,5812,8450,5306,7548,5468,8665,6080,7889,7759,6893,7604,8009,8640,11150,9133,11035,10423,8315,15349,4817,12004,3439,7845,2912,7411,2196,6686,753,4507,100,1080,1,157,0,0,0,0
Jun-22,8호선,2827,모란,17,0,2039,554,3245,3617,8285,4395,11350,10086,6754,5927,6470,6329,7275,6596,8473,6664,8892,6757,8934,6290,9710,6660,11758,7383,10662,8587,10977,10458,6746,6667,4871,4073,4439,3965,4064,3361,2191,2236,289,1485,0,245,0,0,0,0
Jun-22,8호선,2828,남위례,6,0,1091,607,4715,2433,16042,6034,18234,17707,10069,8665,6926,5031,6142,4853,6797,5702,7005,6553,6714,6230,7594,7131,9716,9265,12226,12230,14006,18382,5891,14573,4704,7651,4882,7692,3723,7154,1603,4914,300,1302,0,0,0,0,0,0
Jun-22,9호선,4101,개화,8,0,1719,151,6505,2783,13680,3245,8545,5558,3739,2754,2751,2104,2408,2191,2210,2043,2340,1920,2320,1843,2697,2330,4105,2193,5627,3250,5841,5939,2551,4875,1860,2945,1736,1882,484,1698,254,1055,56,471,0,40,1,1,0,0
Jun-22,9호선,4102,김포공항,5,0,1214,1539,2932,13586,7226,22323,9799,28164,9202,20420,9697,21541,12267,25818,14664,25908,14662,26012,15481,25219,18099,24473,17640,29847,19939,29921,23362,30454,17344,18477,16394,8688,16539,4195,12587,3156,2182,2179,85,1227,0,21,0,0,0,0
Jun-22,9호선,4103,공항시장,6,0,3584,216,4694,1504,9843,2065,10599,3918,6318,3162,4677,2988,4277,3344,4871,3750,4388,4311,4132,4062,4167,4921,4564,6442,4680,7256,4035,11149,2817,9732,2579,6278,2083,5505,1714,5194,780,3895,100,1307,0,1,0,0,0,0
Jun-22,9호선,4104,신방화,6,0,4597,655,11105,2397,28162,5205,27104,11092,14423,6134,10588,5837,9550,6374,10662,7242,9437,7888,8427,8149,8743,10427,11444,12158,9244,14495,9926,24439,5671,19612,4435,11885,3435,10759,2369,10130,977,6753,116,1892,0,0,0,0,0,0
Jun-22,9호선,4105,마곡나루(서울식물원),5,1,4074,1146,10476,9334,29419,17390,29810,49302,14531,21302,11216,13327,11956,12286,13856,11873,13981,12896,14413,12771,16452,13477,20131,15741,34330,23679,43793,35025,18646,30465,16089,17005,15761,14985,13823,14720,6863,9805,823,3243,1,98,0,0,0,0
Jun-22,9호선,4106,양천향교,6,0,4481,1269,10429,6873,31320,10441,30743,39147,14210,17004,11686,9187,11544,8348,12692,9796,12259,9617,11758,10577,12900,10192,15968,12008,21016,17771,32417,26485,11702,24937,7475,15667,6691,13639,4962,14352,1794,9738,274,2748,0,4,0,0,0,0
Jun-22,9호선,4107,가양,99,0,15368,1543,25308,9236,72620,26519,76053,48402,41901,26470,30787,17537,29686,17801,30971,19988,28047,22849,25461,23732,27243,26819,31969,33544,38731,40382,45987,67111,19832,57074,15045,34935,12936,33871,9053,30453,3113,19778,394,5021,0,130,0,0,0,0
Jun-22,9호선,4108,증미,0,0,2362,820,7944,4341,21709,9052,22627,32538,11275,12005,8753,7115,9061,6104,8797,6744,8723,7172,8308,7444,8383,9040,10785,9552,16985,11020,27753,20156,8352,16326,5429,8666,4412,7856,2836,7103,1019,5284,126,1022,0,0,0,0,0,0
Jun-22,9호선,4109,등촌,10,0,5520,733,14962,3328,43826,6781,53771,17432,23710,10947,17330,9551,16508,10502,16628,11686,15701,12971,13718,12992,13499,15707,15168,19098,15326,26195,18027,39512,9083,35073,6960,20690,5879,15999,4491,15374,1900,10724,343,2391,0,0,0,0,0,0
Jun-22,9호선,4110,염창,29,2,12070,742,27693,4926,77302,8241,83925,19917,45111,10985,26878,10175,24399,11232,24157,13556,21437,15410,18784,17022,17866,22056,19171,27205,21752,41737,23543,70135,12729,60272,9812,37500,8980,32492,6793,32800,2721,22739,361,4617,1,598,0,0,0,0
Jun-22,9호선,4111,신목동,1,0,1923,467,6443,2404,19926,3222,20961,5976,9617,3175,6574,2548,5717,2962,5589,3244,5168,4023,4384,4468,4482,4630,5955,6382,6530,8265,6582,13423,2657,11201,2040,6351,1705,7143,1746,6319,609,4038,113,1219,1,40,0,0,0,0
Jun-22,9호선,4112,선유도,5,0,1809,1506,5918,4855,21143,15060,25240,44286,11882,17480,8088,7619,8410,7436,9445,7486,9073,8072,8619,8204,9951,8704,13171,10032,24322,11985,38593,20390,13182,15804,7854,8771,6681,8108,5329,7240,1893,4907,270,1487,0,1,0,0,0,0
Jun-22,9호선,4113,당산,40,0,8400,1528,17713,6732,52018,15853,60348,41564,34340,22841,25371,15819,25405,17130,26521,18562,25809,21048,24230,21033,24545,23946,27071,28689,34086,45126,45192,67303,22913,49671,18765,31924,18748,31287,16133,31367,7588,20948,1163,4803,2,166,0,0,0,0
Jun-22,9호선,4114,국회의사당,2,1,935,1658,1868,10015,3896,41723,6620,140531,6005,70864,6996,22893,10902,18215,13184,15811,15761,16843,19595,13495,22125,10123,27726,10491,62871,12886,104810,12602,34793,6987,21874,4182,23170,3369,14379,3130,5356,1910,776,488,0,0,0,0,0,0
Jun-22,9호선,4115,여의도,7,0,2882,2182,4532,22834,9249,129435,10546,168118,10654,69162,13340,32456,19178,32477,20594,31921,26307,32248,29977,28026,37701,25293,53286,25174,136542,27740,147767,31913,69148,18009,56672,9746,46099,8340,30261,7685,10726,4645,1418,1993,0,167,0,0,0,0
Jun-22,9호선,4116,샛강,2,0,1157,995,2370,4254,4974,15940,6098,37021,4908,13304,5024,8110,5802,7725,6705,6609,7525,6996,8277,6973,9413,6157,10543,6939,19852,9704,31751,12760,11669,7177,9617,4172,9481,3390,7904,3365,4002,1952,775,679,0,3,0,0,0,0
Jun-22,9호선,4117,노량진,374,2,16781,2074,25049,13220,62364,40138,89602,62660,48008,37472,30610,24899,29999,25202,33391,31421,36191,33787,32030,29607,31681,34147,36657,41306,46751,56044,53966,85161,29078,55068,30293,38246,35982,37264,39372,35852,11688,22891,934,4406,0,1,0,0,0,0
Jun-22,9호선,4118,노들,17,0,3753,299,5687,1405,16842,2556,20877,4255,11858,3337,8149,3637,6933,3445,6774,4187,6941,4778,5906,5152,5437,7039,6201,7828,6501,9610,6235,16180,3850,11779,3459,7176,3339,7061,2573,6489,952,4315,158,857,0,1,0,0,0,0
Jun-22,9호선,4119,흑석(중앙대입구),1,0,3589,1350,6500,6747,16866,11334,21626,19237,13758,13636,12250,12130,12267,10159,13300,11859,13078,12894,13577,11961,14733,12607,18302,15017,21336,17978,17533,27202,10241,17610,9108,12653,8930,10979,8494,10543,4054,7146,608,1459,1,16,0,0,0,0
Jun-22,9호선,4120,동작(현충원),5,0,1090,252,1770,1970,5416,2590,6568,5751,4998,7492,5073,7141,7344,4970,6874,4198,6108,3915,5892,3863,5148,3403,5181,3055,5062,3188,4855,4866,2082,3203,1811,2154,1498,2144,1340,2299,660,1676,80,936,1,235,0,0,0,0
Jun-22,9호선,4121,구반포,2,2,239,175,707,1646,1447,3367,2099,4494,1316,3821,1161,1893,1404,1912,1551,1898,1767,2263,2291,1708,2653,1787,3213,1795,4090,1887,4909,2699,2090,1623,1748,774,1132,788,1062,667,257,562,54,259,0,1,0,0,0,0
Jun-22,9호선,4122,신반포,4,1,652,855,2047,11117,6103,7595,7518,9493,5266,5850,4253,4973,4156,3851,4948,4280,5326,5201,5066,5286,7253,5483,13310,5850,13102,6246,9191,9530,5080,6467,4059,3845,4252,3534,3365,3420,1153,2189,156,389,0,0,0,0,0,0
Jun-22,9호선,4123,고속터미널,21,0,2009,1610,4892,15981,15883,20079,21172,29449,18169,30864,16455,33893,18672,34767,21295,35032,22970,35855,25754,36867,30095,38427,34255,41335,37133,42785,37027,50455,31003,33584,27577,22048,23799,19359,20269,17138,7932,9852,838,1212,0,1,0,0,0,0
Jun-22,9호선,4124,사평,1,0,926,217,3060,1745,10258,5128,13381,7343,7920,3599,5946,3093,5059,3675,5723,4231,5346,5179,4945,5511,5518,5752,8392,7233,7139,8615,7855,10588,4390,8857,3049,5192,2247,4971,2146,5171,612,3015,104,644,0,0,0,0,0,0
Jun-22,9호선,4125,신논현,55,0,5042,1309,13399,13737,32337,40678,43401,90182,29263,98554,25619,52673,30117,42039,35557,40832,38860,45186,42127,42004,47104,40391,56147,48457,77270,62174,104761,91939,73348,52435,54783,29012,60098,25795,58590,22765,29684,14005,4681,2749,4,450,0,0,0,0
Jun-22,공항철도 1호선,4201,서울역,172,0,2726,1076,2721,11179,10735,18284,13189,24560,10612,21166,11277,16369,13177,14980,16279,16981,16509,15704,13007,14176,19875,14076,21837,15641,26645,16798,30815,20340,22149,15995,15922,11447,19042,9245,13822,8150,7225,3298,16,1756,0,0,0,0,0,0
Jun-22,공항철도 1호선,4202,공덕,82,0,1417,123,2534,1669,6181,3748,5456,10017,3200,5545,2494,3420,2628,3756,2822,3608,2855,3673,2532,3333,2787,3747,3529,4905,5170,7418,8845,11614,3675,7452,3216,4005,3190,3857,2546,3818,1327,2629,103,1100,0,0,0,0,0,0
Jun-22,공항철도 1호선,4203,홍대입구,169,7,4077,380,5238,2890,9872,8006,12899,22644,8394,22345,7640,19335,9026,20877,11471,25747,13804,25301,15518,21601,18978,21684,22964,23741,28860,26537,34533,35238,26614,22292,26293,11296,30240,9507,29460,8361,13777,5860,1149,1706,0,0,0,0,0,0
Jun-22,공항철도 1호선,4204,디지털미디어시티,86,3,3459,826,7398,6819,18624,29963,19165,93817,11315,39881,8471,14693,9141,11572,10093,11752,11155,12324,11477,9812,13334,9812,17768,11577,43770,16882,89472,24729,34041,17302,19511,9652,17523,8030,20208,8250,6931,5458,742,1825,0,1,0,0,0,0
Jun-22,공항철도 1호선,4206,마곡나루(서울식물원),6,0,2260,828,4813,10299,13865,25692,14499,62812,7980,24967,5185,9232,5831,5716,6873,5762,6501,6194,6491,5878,8567,5821,16125,6669,46549,10271,47727,15596,17058,11221,11235,6811,9153,6367,6233,6882,2437,4300,374,2535,0,0,0,0,0,0
Jun-22,공항철도 1호선,4207,김포공항,22,1,2318,1722,3663,11781,6946,23868,14721,22512,16491,12427,18445,11305,22687,13346,26653,13183,23982,12899,23053,11745,26571,11298,24427,13374,28145,13650,34071,13027,24918,8047,25222,4222,25866,1821,22073,1753,4562,1205,153,693,1,14,0,0,0,0
Jun-22,공항철도 1호선,4208,계양,7,0,9638,920,25659,3767,63830,4253,48225,6285,27288,5629,17694,4269,15518,5155,14684,5817,12405,8054,10288,9457,10410,12386,12103,15669,12107,25381,9211,43310,5592,44664,4176,24345,3409,22134,2220,22639,992,13516,167,5005,0,0,0,0,0,0
Jun-22,공항철도 1호선,4209,검암,467,0,7033,489,14333,2629,35156,7357,24878,14674,13089,5090,9237,3886,9007,3967,8672,4693,7169,5243,6728,6161,6608,6829,8206,9688,9420,12886,12619,23879,4701,26217,3822,14149,3145,12201,2387,12212,1132,9435,205,4956,0,0,0,0,0,0
Jun-22,공항철도 1호선,4210,청라국제도시,59,1,4545,198,19185,4997,33191,8734,20680,17509,11622,5993,9141,3933,9291,3434,8576,4837,7490,5874,6740,5729,7760,6960,9944,8929,14792,13632,20333,22527,6130,25513,4296,13123,3274,12079,2791,12277,1016,10229,135,3645,0,0,0,0,0,0
Jun-22,공항철도 1호선,4211,운서,56,1,8177,554,15977,6322,24671,10206,24479,11765,11435,10490,10986,5742,12216,6297,11954,7257,10098,8314,9697,8827,10173,11085,13271,12107,16098,16867,12453,27697,7007,19408,6874,15939,6373,15284,5159,12947,2145,11339,213,4539,0,0,0,0,0,0
Jun-22,공항철도 1호선,4212,공항화물청사,8,0,375,669,1271,7014,1810,12204,2467,21326,1756,3661,784,2191,796,2791,1082,3050,1255,1444,2041,976,3032,686,5111,1211,9345,2057,16855,1013,4309,1013,2551,1660,2584,845,2519,389,574,260,10,75,0,0,0,0,0,0
Jun-22,공항철도 1호선,4213,인천공항1터미널,5,5,3011,3571,4280,10660,9470,24535,12614,25107,12360,11885,9764,8682,9578,10492,9644,13009,9052,10170,9693,11718,14763,10455,13667,11587,18174,11379,27381,8295,13185,5771,10460,4572,8129,4766,4627,2475,1052,1819,6,1290,0,0,0,0,0,0
Jun-22,공항철도 1호선,4215,인천공항2터미널,1,0,1984,2000,2227,6823,3611,10479,6250,13207,6326,4429,2614,2964,1719,5744,1784,6750,2797,4716,4420,3944,7843,4330,7686,5112,13083,6798,15299,2485,6275,1208,5557,1287,3737,1245,1539,706,383,648,4,437,0,0,0,0,0,0
Jun-22,공항철도 1호선,4217,영종,12,1,2604,176,8107,2233,11553,3119,9530,4025,7598,2829,6500,2808,5942,3934,5928,3923,4874,3605,4957,5307,5204,5616,6146,6454,6112,7489,4607,10637,2800,11038,2399,5833,2118,7058,1491,6626,696,4843,95,2076,0,0,0,0,0,0
Jun-22,9호선2~3단계,4126,언주,1,0,1257,1438,2577,8814,7082,20313,9895,62603,8802,43646,8705,21867,9989,12633,11924,11311,12482,14064,14175,11671,16562,11609,21493,11661,38415,12903,54575,14596,25702,10052,14715,6676,12665,6164,9568,4967,3653,3314,533,904,0,44,0,0,0,0
Jun-22,9호선2~3단계,4127,선정릉,0,0,1096,951,4044,7140,8367,18796,10145,64062,7777,46034,6647,19631,7541,13199,9201,11504,9817,11849,11264,11439,12375,9669,16628,10428,30298,12886,53948,14347,27972,10723,14949,6957,13293,6687,11086,6450,3972,3915,607,1093,0,0,0,0,0,0
Jun-22,9호선2~3단계,4128,삼성중앙,1,0,804,601,2918,4207,5905,14800,6937,42181,5484,31373,5491,12192,5822,7840,7197,7026,7416,7994,8762,7134,9343,7493,12809,7875,22511,9637,39707,13349,17510,8139,10277,4812,9456,4213,7274,3730,2808,2555,473,611,0,1,0,0,0,0
Jun-22,9호선2~3단계,4129,봉은사,1,0,1611,1416,5135,12391,8687,35201,10539,101861,8660,74764,9234,38736,13285,33479,18413,32533,22791,33738,27120,29729,33692,24894,43502,23350,70177,24838,97543,24273,47420,14918,34829,7815,32068,7252,22034,6066,6091,3089,817,736,0,0,0,0,0,0
Jun-22,9호선2~3단계,4130,종합운동장,1,0,1291,253,3533,2006,9000,5171,10507,10907,7350,8018,5437,4679,5554,4712,6171,5480,6253,6640,5955,6715,6168,7180,7456,7935,9497,10232,11974,14839,6723,9857,5582,5867,6705,5754,7309,5473,3393,3577,439,675,0,6,0,0,0,0
Jun-22,9호선2~3단계,4131,삼전,1,0,4493,486,7038,2775,19988,3878,30927,11259,19588,8155,10878,5693,9082,5582,9398,6661,9490,7382,8338,7576,8220,8660,9160,10666,10704,15973,13624,24464,6956,20461,5588,12130,4794,11640,4017,11267,1482,7055,223,1841,0,309,0,0,0,0
Jun-22,9호선2~3단계,4132,석촌고분,1,0,2653,356,5624,2100,16049,4819,27857,12364,16431,9705,9606,5830,8447,5353,8639,6458,8154,6966,7831,6511,7991,8240,9430,8986,10910,12292,13306,22881,6521,16871,4752,11509,4701,10017,3539,9114,1292,5829,172,1526,0,0,0,0,0,0
Jun-22,9호선2~3단계,4133,석촌,1,0,2982,307,9020,2328,24164,5386,30751,11789,21758,10513,13158,7963,12193,8523,12246,9251,12334,9870,11513,9850,11901,10141,14148,13407,16217,17901,16519,27193,9883,23472,8966,13203,9202,12879,8301,12914,3034,7759,381,2136,1,0,0,0,0,0
Jun-22,9호선2~3단계,4134,송파나루,2,0,1877,350,4150,2189,11746,3499,17619,11645,10979,8477,6615,4942,6518,7091,6644,7865,7289,8365,7088,7288,7191,7538,8107,10887,9106,13449,12755,20505,6507,16140,6125,7131,6856,6742,5467,6049,1993,3938,296,1376,0,0,0,0,0,0
Jun-22,9호선2~3단계,4135,한성백제,0,0,937,239,2852,1303,6877,2249,8581,5961,5312,4370,3369,3209,3179,3227,3707,3268,3972,3309,3772,3487,4094,3406,5068,3819,5735,4844,7671,7498,3068,5968,2742,3555,2415,3175,1902,3149,539,2174,80,717,0,0,0,0,0,0
Jun-22,9호선2~3단계,4136,올림픽공원(한국체대),1,0,1988,589,7495,4244,15175,6331,18714,16294,12834,9936,8490,10560,8360,11614,9265,11848,8850,13224,8754,13114,10404,14153,13531,14382,15917,16842,19656,20228,9620,16488,14023,11031,21431,9610,13071,10440,1809,6198,119,1626,0,20,0,0,0,0
Jun-22,9호선2~3단계,4137,둔촌오륜,0,0,291,214,940,1358,3283,3769,4039,2499,2699,944,1572,726,1372,890,1359,869,1295,907,1132,971,1971,1259,4615,1402,1902,2048,1950,2999,987,2517,627,1467,470,1360,316,1492,136,868,33,256,0,25,0,0,0,0
Jun-22,9호선2~3단계,4138,중앙보훈병원,1,0,3434,662,14781,6414,42053,12226,41992,19476,25454,13939,18593,13435,17518,8680,15316,10753,11819,13012,15315,11172,16944,10881,16680,11988,18572,17025,13535,30133,5781,25472,4282,13993,3502,14405,2667,14295,780,7957,93,1743,2,147,0,0,0,0
Jun-22,우이신설선,4701,북한산우이,30,1,1845,649,3195,2034,8880,3381,9579,7278,5374,8213,4513,8182,4772,7256,5960,6330,6653,4988,6922,4730,7371,4530,7124,4582,6403,4591,4922,5768,3365,5381,2625,3629,1857,2881,1106,2410,433,1475,109,512,1,26,0,1,0,0
Jun-22,우이신설선,4702,솔밭공원,10,0,1753,253,4033,1064,10104,1674,10427,2870,6462,2634,4795,2673,4242,2823,4298,3394,3771,3678,3349,3734,3676,3980,3646,4742,3068,5353,2492,7216,1766,6736,1167,4372,767,4005,649,3036,246,2263,35,421,0,1,0,0,0,0
Jun-22,우이신설선,4703,4.19민주묘지,2,0,1463,427,3276,1118,8721,1846,9726,6088,6198,4683,5199,5021,5229,5502,5971,5485,5904,5079,5959,4816,6595,4742,6834,5186,6229,5984,5004,7246,3184,7510,2312,4306,1781,3752,1154,3145,354,2470,69,532,0,0,0,0,0,0
Jun-22,우이신설선,4704,가오리,14,1,2545,364,6093,1513,17334,2627,17636,5848,10805,4319,7819,4183,7202,4837,7076,4865,6681,5671,5351,5825,5342,7179,5726,9119,5738,9403,4456,13222,3086,12699,2191,7112,1524,6511,1098,5827,487,3427,58,667,0,0,0,0,0,0
Jun-22,우이신설선,4705,화계,8,1,2082,560,4588,1470,12934,2347,14074,4927,8308,4355,6147,4104,5984,3843,6514,4140,5763,4627,4970,4574,4714,5259,5084,6474,4418,6895,3852,9578,3123,9578,1835,5182,1346,4696,908,4239,393,2465,108,662,0,0,0,0,0,0
Jun-22,우이신설선,4706,삼양,0,0,1174,385,2773,1190,6878,1628,7380,3435,5120,2487,3508,2657,3762,2572,3690,2961,3489,3132,3094,3202,2733,4012,3297,4574,2857,4742,2419,5919,1737,5486,1195,3341,812,2946,549,2457,281,1439,54,347,0,0,0,0,0,0
Jun-22,우이신설선,4707,삼양사거리,2,1,1503,287,3106,940,7549,2159,8924,4211,6144,3102,4779,3176,4232,3342,4598,3614,4212,3876,3515,4039,3790,4611,3773,5514,3598,5952,3434,7164,2601,6535,1872,3531,1452,3030,986,2442,392,1449,68,369,0,0,0,0,0,0
Jun-22,우이신설선,4708,솔샘,4,0,3232,343,10315,1686,29262,3449,28176,4480,15566,3189,10361,3344,8655,3818,8647,5026,7766,5290,6603,6235,6174,7928,6897,10503,5964,13423,4959,21312,3161,20435,2173,11201,1643,10767,1428,9843,474,5725,77,1247,0,0,0,0,0,0
Jun-22,우이신설선,4709,북한산보국문,4,1,2139,638,7609,2445,20084,5536,23405,8977,16132,6539,11042,5386,10302,5239,10016,6155,9723,6828,8522,7286,8386,8771,10062,11039,10302,13801,9150,19122,5642,16352,4120,10831,3480,10096,2282,8765,1301,6356,230,980,0,0,0,0,0,0
Jun-22,우이신설선,4710,정릉,4,3,2172,538,5621,2151,15300,3370,17987,6373,13077,4469,9063,4180,8365,4418,8543,5271,7537,5579,6812,6097,6861,7574,7348,8879,7810,10417,7340,14934,4254,11901,3013,7488,2409,6760,1817,5594,923,3132,188,685,0,0,0,0,0,0
Jun-22,우이신설선,4711,성신여대입구(돈암),0,0,918,400,1202,1309,3791,4373,7162,9230,4415,6922,3924,5799,4220,5839,5271,6615,5300,7281,5289,6684,5572,6693,6812,7230,7131,8423,8385,10872,5890,6982,5456,4124,6126,3355,5292,2504,2465,1959,462,912,0,2,0,0,0,0
Jun-22,우이신설선,4712,보문,1,0,534,131,907,1176,2151,3651,3611,5112,3025,3177,2390,2280,2404,2116,2686,2093,2702,2517,2321,2261,2807,2331,3531,2491,3296,2884,4014,3481,2172,2271,1829,1770,1447,1539,1295,1300,565,974,94,203,0,0,0,0,0,0
Jun-22,우이신설선,4713,신설동,76,4,932,819,916,2472,1461,5465,2220,12110,1683,7957,1964,4303,2307,3386,2839,3184,3056,3649,3334,2445,4224,1975,5528,2091,6870,2028,9301,1832,4326,1194,3107,942,2873,806,1940,821,764,614,145,328,0,55,0,0,0,0
Jun-22,신림선,4401,샛강,4,0,323,588,554,1640,983,8037,1760,16051,1625,5732,1765,3554,2028,3683,2115,3638,2417,4290,3049,4362,3669,3845,3980,3830,7066,3656,11997,4969,4097,2650,3131,1610,3135,1319,2429,908,1213,567,248,221,0,15,0,0,0,0
Jun-22,신림선,4402,대방,15,2,860,128,1107,540,3200,1619,5275,2695,3331,1621,2686,1378,2807,1550,2892,1610,2984,2060,2926,1998,3031,2081,3226,2676,3969,2945,4077,4479,2211,3028,1770,1813,1981,1857,1494,1573,623,1049,136,413,1,26,0,0,0,0
Jun-22,신림선,4403,서울지방병무청,0,0,559,179,1518,629,4687,3105,6829,3672,4462,2267,4821,1839,4022,2156,3814,3780,3380,3325,3105,3415,3989,3866,3784,4466,3630,5077,3285,6721,1666,4910,1242,3100,929,3141,773,3008,254,1980,27,366,0,0,0,0,0,0
Jun-22,신림선,4404,보라매,1,0,811,201,1705,725,4631,2534,7368,6324,4824,2350,3847,2299,3852,2569,4291,2957,4312,3116,4042,3209,4243,3679,5634,3917,4312,5460,6957,7569,2932,5520,2488,3225,2275,3123,1746,3199,863,1934,142,511,0,0,0,0,0,0
Jun-22,신림선,4405,보라매공원,0,0,321,249,1098,981,3458,2297,4159,5437,3148,2061,2651,1780,2737,1923,2697,2254,2454,2870,2656,3186,2970,3329,3455,3590,3770,3932,5153,5140,1740,3609,1347,2511,1071,2256,895,2049,259,1207,47,277,0,0,0,0,0,0
Jun-22,신림선,4406,보라매병원,8,1,665,386,1393,2786,4334,10349,5432,37609,6487,15139,7348,7988,8491,6070,6896,6899,7129,8504,9243,8566,10043,6610,10517,6497,17970,6401,28531,8053,7212,5594,5352,3416,3709,3169,2861,2353,969,1370,99,351,0,0,0,0,0,0
Jun-22,신림선,4407,당곡,0,0,1061,118,2650,704,7708,1981,11603,5511,6862,3295,5137,3108,5080,3323,5641,3956,5724,4084,5317,4747,5186,5503,5579,6411,6313,7742,6607,11567,3598,8337,3141,4999,2318,4582,1629,4077,822,2710,156,637,0,0,0,0,0,0
Jun-22,신림선,4408,신림,2,1,651,153,853,488,3099,1075,5402,1704,2941,1884,2564,2090,2747,2718,3002,3226,2939,3534,2951,3406,3016,4226,2968,4504,3066,5755,3112,8791,2313,5506,1772,3444,1608,3038,1312,2678,770,2023,177,629,0,1,0,0,0,0
Jun-22,신림선,4409,서원,2,1,1287,151,2552,513,8427,977,12646,1319,7590,1410,5107,1645,4272,2013,4392,2385,4310,2601,3556,3023,3195,3964,3311,4355,3275,5878,2851,8509,1995,7691,1362,4703,955,4670,772,4526,349,3281,68,782,2,2,0,0,0,0
Jun-22,신림선,4410,서울대벤처타운,10,3,3314,166,5162,1676,16194,3834,22232,6306,13280,4923,10216,5503,10077,5957,11135,7383,10887,7736,9688,8694,9183,9966,9819,13078,10619,14669,9960,21135,5758,17583,4525,10497,3606,10320,3410,9574,1201,7279,180,1974,1,40,0,0,0,0
Jun-22,신림선,4411,관악산(서울대),2,5,475,742,1258,1712,4086,3938,4382,8792,3446,12781,4042,13587,5471,9456,7264,7079,8889,7991,10156,7114,12362,6345,12217,4259,10329,3683,7512,3951,2774,3153,1864,2114,1267,1989,1000,1867,485,1224,90,412,1,33,0,0,0,0
