사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-22,분당선,1863,구성,56,1,2685,405,8083,2623,21438,4673,21401,8331,13157,3940,9438,3588,7834,4446,7265,4894,6459,5197,5902,5721,6183,7393,6793,8775,7835,14655,7199,19253,3378,17993,2930,11099,2323,9016,1630,10073,640,6154,6,514,0,0,0,0,0,0
Jun-22,분당선,1864,신갈,44,0,2866,300,8402,1385,18813,2575,19394,6179,10909,3576,8342,3365,7126,3871,6476,4760,6336,5456,5687,5733,5779,6978,7032,7578,5776,11103,5027,16720,2664,14079,1846,9240,1646,7361,1330,8766,466,5511,18,358,0,1,0,0,0,0
Jun-22,분당선,1865,기흥,159,0,5829,824,13846,4355,35264,10513,35277,22425,19985,10559,14012,7678,12642,9190,13019,9027,12360,11171,12199,10870,12472,12108,14171,14718,19434,21278,22956,34582,12409,28516,9030,17287,8581,14686,6903,15539,2630,10429,62,1276,0,0,0,0,0,0
Jun-22,분당선,1866,상갈,58,1,3068,528,8164,2469,19724,6931,21018,9906,12567,5296,9441,4344,8166,4652,7481,4921,6871,6702,6526,6134,6624,6912,7737,10169,9954,13637,10902,17021,5724,14505,3958,10155,3703,9627,1923,9341,769,5884,7,833,1,1,0,0,0,0
Jun-22,분당선,1867,청명,17,3,2408,775,6923,2102,18610,5299,17437,9348,8970,3762,5881,3302,5140,3357,5265,3789,5155,4423,4551,4779,5331,5352,6119,6682,7889,10474,8968,14487,3849,12105,2778,7856,2301,7257,2365,6951,775,4243,15,491,0,0,0,0,0,0
Jun-22,분당선,1868,영통,67,3,2900,1362,7628,3748,17085,8906,20144,21408,10494,15194,9268,10754,10065,9589,11057,11886,11613,11845,10747,12112,12072,12264,15123,13993,20537,21493,23160,25551,12318,19531,11638,11923,12399,11423,13068,10894,5373,6986,141,604,0,0,0,0,0,0
Jun-22,분당선,1869,망포,33,1,4829,2357,19875,9611,52519,23855,48268,40267,23220,16129,15838,8900,15286,9629,16222,11063,14981,11953,13701,11861,15283,15685,20383,19130,32829,29459,42162,43160,20297,42133,15520,26020,13516,20983,10962,19605,4277,13721,128,1141,0,0,0,0,0,0
Jun-22,분당선,1870,매탄권선,108,0,3670,589,9289,2714,20464,5033,20471,12094,10831,4841,7297,3536,6735,3662,6872,4673,6179,5057,5311,4414,5876,6214,8356,8605,10826,12098,9218,19359,4669,14849,3666,9701,3403,8048,2901,8539,936,5577,32,650,0,0,0,0,0,0
Jun-22,분당선,1871,수원시청,234,9,5862,1493,12376,6876,30838,15518,29984,45040,15276,28332,12803,17356,15076,14669,16691,18515,16383,19209,16439,15346,19684,16730,25855,19776,28810,31327,38379,47911,19608,35118,17298,22312,19230,16107,16729,14959,7459,9992,231,1390,0,0,0,0,0,0
Jun-22,분당선,1872,매교,256,12,2862,656,4221,3407,9300,5271,10006,13352,5235,4017,3651,2861,3643,3061,3916,3408,3352,3144,3021,3298,3742,3480,7159,5100,11463,6837,5604,9136,2693,5896,2241,4113,1744,3791,1550,3000,460,1843,14,283,0,0,0,0,0,0
Jun-22,일산선,1948,원흥,177,5,6602,780,17720,4674,43842,7160,46228,17044,25083,11822,18093,9080,16418,9105,16287,10561,15254,12848,13243,12719,13220,15098,14613,18023,16357,25500,19057,35227,9042,35138,7322,19681,6711,18577,4687,18040,1810,11326,14,349,0,0,0,0,0,0
Jun-22,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jun-22,일산선,1950,삼송,628,7,8510,1180,33093,8870,81954,16259,77913,27603,41960,19527,30888,16841,26675,18161,27481,22890,25878,24866,22919,24700,23548,29862,28573,34200,32035,44435,30795,70997,19099,60440,15347,36830,13282,31931,13553,29764,2835,14600,5,632,0,2,0,0,0,0
Jun-22,일산선,1951,원당,209,0,8472,1092,19830,6467,43975,8598,45043,13537,26450,9479,20089,8750,17856,10785,17966,11659,16631,12343,14290,13811,14084,16157,15830,20089,16977,25883,15370,34546,8621,33793,5801,20012,4939,18998,3175,18251,839,10102,2,191,0,0,0,0,0,0
Jun-22,일산선,1952,화정,122,7,11041,1420,24920,6593,51862,11819,53821,30685,31807,20261,26902,18301,25801,19879,26655,21256,26090,25010,23623,24383,24915,30691,27609,32269,30718,41703,28232,57095,16086,45886,14352,28644,13069,25655,10878,24127,4181,14098,4,214,0,0,0,0,0,0
Jun-22,일산선,1953,대곡,4,0,923,455,3819,1825,9660,2214,8186,3717,3881,1925,3011,1849,2482,1640,2655,1833,2725,1903,2371,1845,2752,2206,3022,2526,4020,2863,4914,6801,2513,5130,1494,2702,1409,3019,877,2377,534,2617,10,158,0,0,0,0,0,0
Jun-22,일산선,1954,백석,75,1,4492,2462,9975,6121,20872,11930,22891,26678,16401,14257,15053,12816,15534,12449,15582,13228,14729,15236,15384,14411,17666,15148,17531,17193,22369,20041,23593,24539,12148,23698,10082,13177,9713,10858,7560,10219,2571,7444,2,99,1,1,0,0,0,0
Jun-22,일산선,1955,마두,34,0,3212,1594,9956,4332,15732,8462,16500,21360,12250,15225,12869,11047,13088,10896,12746,9417,12521,13069,12401,12170,14367,12591,14541,12298,16428,14306,17193,17779,7483,16101,5476,9195,5523,7542,4275,7596,922,5730,2,67,0,0,0,0,0,0
Jun-22,일산선,1956,정발산,45,2,2157,1013,5209,3146,8684,5913,10129,20748,7762,19048,7572,14637,9757,14025,10741,13557,12316,15233,13899,13071,15476,12909,16623,13279,19711,15125,24890,18508,12436,14366,13298,7937,9816,5993,8556,5076,2550,3957,0,41,1,1,0,0,0,0
Jun-22,일산선,1957,주엽,123,1,5805,1279,16626,3408,28280,7628,26005,15552,18091,12449,16657,11355,16182,11511,15484,12785,14669,15367,13871,14620,15151,16736,15978,18532,15805,20535,14280,25024,7819,24741,7119,14592,6102,11290,4461,10895,950,8194,5,602,0,2,0,0,0,0
Jun-22,일산선,1958,대화,136,1,6909,1244,25826,5392,57798,14417,42550,19653,27344,15727,21963,12697,20292,11495,19594,14288,17894,15109,16845,13763,18969,16429,20861,17128,23031,21345,20879,28954,10143,29130,8147,18629,6217,15267,4229,16252,1084,8567,13,3317,1,4,0,0,0,0
Jun-22,중앙선,1015,회기,859,8,12934,4061,21912,13975,55229,28473,71920,51300,47700,35076,37104,30661,38471,27542,41929,33026,40385,35486,39826,31876,45172,33846,50158,38648,58543,50357,46669,73069,28536,56701,24464,36166,23767,37381,23015,41467,10544,27369,207,5653,0,0,0,0,0,0
Jun-22,중앙선,1201,중랑,151,4,5986,520,9953,2158,23142,3184,21780,6304,15250,5302,9484,4652,8675,4915,8530,6288,8617,6878,7317,6720,7327,9352,7532,11278,6916,14814,7505,22351,4997,15340,3715,10674,3100,8179,2131,8816,947,4955,17,392,0,0,0,0,0,0
Jun-22,중앙선,1202,상봉(시외버스터미널),568,10,6189,875,8561,2394,21671,4967,24396,7847,13624,5770,9195,4992,7613,6198,9240,7598,8187,7322,7696,7618,7398,9173,7498,10422,8537,13922,8738,22945,6300,19728,4775,11193,4408,9215,2978,9737,1294,6209,80,1333,0,0,0,0,0,0
Jun-22,중앙선,1203,망우,448,3,8371,1035,11832,3377,29742,6111,24594,14079,16832,9320,12877,10171,12018,9538,12911,9894,12283,10829,11453,11151,11479,12607,12426,16145,12515,19327,12973,28913,9174,19549,6177,12929,5021,9813,3532,9365,1280,6678,22,697,0,0,0,0,0,0
Jun-22,중앙선,1204,양원,28,1,2505,309,4770,1818,13655,8274,10539,6647,6535,2206,4558,2930,3763,2898,4395,2450,4096,3331,3245,3016,5251,3949,8336,5087,4858,6027,3764,9906,2057,7612,1446,5155,1140,3925,719,3935,275,2713,7,192,0,0,0,0,0,0
Jun-22,중앙선,1205,구리,965,5,10098,2028,21407,6495,58843,8874,51042,19133,27558,14975,20242,14750,19193,13872,19464,14005,17751,17466,16771,16918,17621,21309,19222,25626,21071,34221,19988,50267,12470,44566,11523,24938,7905,20982,6713,19164,1957,14554,27,2134,0,0,0,0,0,0
Jun-22,중앙선,1206,도농,915,7,8290,1414,23196,4994,60164,9146,41461,16628,27151,8015,18530,7219,16193,7439,14429,9203,13622,10263,12044,11564,11352,15084,14977,17920,16506,25707,13990,39166,7062,35470,5410,19822,4559,16623,3031,14790,1035,12700,25,2395,0,0,0,0,0,0
Jun-22,중앙선,1207,양정,74,0,302,272,788,1363,1909,2135,1482,2379,1145,1315,894,952,1017,774,1014,734,1065,687,1256,766,1253,703,1764,792,2636,1128,2507,1302,958,891,640,512,435,483,150,367,66,352,2,100,0,0,0,0,0,0
Jun-22,중앙선,1208,덕소,1373,4,3443,818,10330,2127,24650,3940,19370,7960,12868,5770,10545,5282,9335,5041,8876,6477,8405,7239,7405,7375,7484,9631,7730,10767,8405,16354,7615,18424,4409,16403,3578,9389,2800,9898,2241,9068,796,7283,6,1957,0,0,0,0,0,0
Jun-22,중앙선,1209,도심,10,0,1715,579,5830,1246,12771,1865,8755,6525,5570,1834,4193,1882,3425,1820,3631,2092,3108,2106,2607,1625,2593,3455,4165,2595,3552,6266,3612,4933,1603,5879,1146,3346,1168,3137,804,2672,202,2243,0,0,0,0,0,0,0,0
Jun-22,중앙선,1210,팔당,2,0,297,79,932,793,1642,1809,1449,3480,1386,3598,1380,3264,1395,2760,1437,2771,1649,1863,2193,1791,2500,1887,2960,1967,3360,2053,3096,1989,2148,1250,2172,854,1357,666,921,503,163,435,0,0,0,0,0,0,0,0
Jun-22,중앙선,1211,운길산,1,0,220,77,718,695,1848,880,2032,1722,1081,3235,1107,5082,1226,3716,1494,3558,2297,1856,3264,2018,4342,1510,3913,1478,3322,1371,2327,1209,1456,1516,1081,592,587,609,142,553,26,399,0,0,0,0,0,0,0,0
Jun-22,중앙선,1212,양수,9,0,953,234,2131,1384,6563,2659,4847,3694,4476,4737,3187,5126,3545,4948,3539,4480,4209,3931,4477,3796,6219,3353,6336,4053,5331,5145,4536,4147,2200,4360,2210,3121,1317,2701,539,2114,158,1719,0,0,0,0,0,0,0,0
Jun-22,중앙선,1213,신원,0,0,155,7,242,268,487,636,460,425,417,580,347,715,377,409,440,361,508,332,570,286,733,314,792,280,594,366,724,412,263,243,189,221,83,169,26,164,5,106,0,0,0,0,0,0,0,0
Jun-22,중앙선,1214,국수,4,1,634,25,1215,432,2259,946,1803,2578,1663,1367,1430,1282,1244,1517,1417,1249,1326,1104,1238,910,2769,1275,2663,1435,1361,1623,1109,1767,596,1354,458,1349,297,1340,92,921,27,773,0,0,0,0,0,0,0,0
Jun-22,중앙선,1215,아신,11,0,650,55,1023,283,1811,682,1526,1060,1322,1083,1389,1150,1080,1122,1052,1178,1103,907,1085,915,1196,1176,1375,1209,1332,1759,1124,1293,592,1225,530,969,289,989,168,736,16,760,0,22,0,1,0,0,0,0
Jun-22,중앙선,1216,오빈,7,0,230,7,562,353,968,450,1069,832,873,381,848,590,612,554,578,450,596,524,587,383,474,532,670,672,692,934,610,812,343,609,231,517,149,598,49,396,4,358,0,15,0,0,0,0,0,0
Jun-22,중앙선,1217,양평,71,6,1634,139,3805,2493,7753,3732,6293,8074,5255,4928,6039,5330,5024,6826,6094,6065,6298,4372,6550,5538,6210,6029,7840,6108,7110,8546,6357,7185,3584,4698,3421,5297,2801,3311,2104,2777,292,3275,17,324,0,0,0,0,0,0
Jun-22,중앙선,1218,원덕,75,1,441,4,758,175,976,601,1152,861,1061,737,943,965,694,914,676,886,748,458,944,729,927,792,1021,760,782,1150,658,846,512,750,266,515,140,640,35,336,4,326,0,42,0,0,0,0,0,0
Jun-22,중앙선,1219,용문,382,0,1021,11,2386,1093,3583,2982,4857,4110,3392,3183,3657,5857,3669,9052,4366,8383,6337,4302,7169,4977,8621,4472,7806,3593,6503,5019,3946,3707,2384,3102,1224,3274,1011,1879,321,1642,0,1550,0,491,0,0,0,0,0,0
Jun-22,중앙선,1220,지평,0,0,0,0,2,0,380,425,240,162,5,1,465,532,4,3,4,6,94,156,463,341,3,3,1,1,104,225,73,106,269,297,0,3,49,137,12,57,0,0,0,0,0,0,0,0,0,0
Jun-22,장항선,1401,봉명,18,0,1157,324,1738,680,2327,3412,2659,4321,2260,3409,2871,2187,2448,1429,2176,1593,1980,2119,2240,1789,2270,1639,3162,1454,3184,2282,1777,2156,1028,1636,973,1226,554,1076,496,1038,491,802,5,111,0,0,0,0,0,0
Jun-22,장항선,1402,쌍용(나사렛대),49,0,2327,313,3933,650,6542,1620,7383,6337,3608,4674,4292,3300,4085,3157,3906,5345,4696,3720,4241,2796,4970,3891,4993,3899,4784,6002,4569,6204,2822,4854,2258,3419,1593,2628,1506,2782,842,2143,19,569,0,0,0,0,0,0
Jun-22,장항선,1403,아산,65,0,889,921,2100,3037,5727,5661,7177,8290,3871,6864,4717,7173,5226,5143,5938,6795,6108,6190,6655,4946,7812,5589,7532,5643,7505,8024,11441,8613,9131,4940,5277,4350,6307,2861,5490,2397,3049,1318,51,423,0,0,0,0,0,0
Jun-22,장항선,1404,탕정,36,0,505,125,1363,477,2823,1073,2588,1599,1502,779,1411,863,1312,950,1351,1085,1413,1310,1559,941,1723,1070,2134,1917,2272,2258,1676,2263,1065,1755,661,1615,531,1402,513,1271,231,833,21,228,0,0,0,0,0,0
Jun-22,장항선,1405,배방,68,0,944,188,1792,746,3436,1366,3390,2022,2411,1836,2096,1159,1837,1830,1876,1684,2082,1939,1909,1369,1775,1662,1896,2494,2394,3559,2701,3540,1639,2647,1004,2227,941,1850,1061,1575,449,1117,21,354,0,0,0,0,0,0
Jun-22,장항선,1407,온양온천,652,1,1778,489,4320,2631,8863,5408,9738,8169,8477,8531,8127,7164,8277,11587,8785,8874,10184,8960,9918,5895,8775,7022,8625,8313,6732,10844,8856,8653,4274,7530,3056,5399,2761,5468,1926,3611,826,2437,39,953,0,0,0,0,0,0
Jun-22,장항선,1408,신창(순천향대),280,0,626,155,1367,478,2538,2443,1956,8048,2189,3728,2978,4439,3683,3337,3632,3178,4964,4175,5450,2340,4132,1962,5179,2619,4843,1976,6334,3497,2128,2577,1863,2189,1386,2278,917,2278,298,1745,2,565,0,0,0,0,0,0
Jun-22,경의선,1252,신촌,0,0,186,19,332,1049,675,4070,517,5112,663,3587,686,2046,734,1228,967,1154,1036,2019,963,1142,1272,972,2091,882,3670,1433,3119,1554,2031,1189,1021,705,1281,346,964,151,434,409,1,71,0,0,0,0,0,0
Jun-22,경의선,1261,효창공원앞,3,0,667,199,1970,2184,5175,5275,7467,16608,4910,9421,3241,3560,3126,3162,3461,3474,3664,3395,3566,3482,3872,3637,4980,4506,6914,5247,13541,7674,5076,5954,3401,3832,2922,3911,2472,3277,1102,2661,32,338,0,0,0,0,0,0
Jun-22,경의선,1263,서강대,2,0,543,168,1606,1519,3389,2982,4127,8149,3185,5506,2668,3104,2575,3051,3028,3230,3362,3408,3104,3388,3578,3214,4468,3784,5834,3953,6111,4886,3714,3365,3306,2312,3804,2444,3132,1917,1249,1374,12,127,0,0,0,0,0,0
Jun-22,경의선,1265,가좌,0,0,3048,180,7628,2950,20901,4065,24375,9982,11542,8120,8788,5545,8411,5455,8811,6378,7271,8384,7107,7611,7748,8103,9127,10653,8625,12627,8895,18551,5443,14826,4083,8216,3369,6533,2571,6392,992,5117,19,571,0,0,0,0,0,0
Jun-22,경의선,1267,수색,0,0,1005,856,1834,7214,3401,6497,4482,18243,3475,9105,2589,3732,2583,2331,2557,2621,2629,3199,2830,2557,3565,2607,6726,3167,10411,4039,13783,3609,6026,3196,3221,2124,2578,1521,1961,1714,687,1119,8,213,0,0,0,0,0,0
Jun-22,경의선,1268,화전,0,0,537,442,1679,1784,3667,2332,4436,7528,3028,6599,3106,5706,3568,3398,3918,3266,3739,4523,4564,3629,4892,2669,6861,2938,6614,3268,6313,3452,3387,3135,2455,1960,1989,1723,1653,1907,796,1411,82,600,0,0,0,0,0,0
Jun-22,경의선,1269,강매,4,3,2186,311,6374,1088,18114,1330,17991,3595,8351,1649,5477,1577,4609,1780,4142,1896,3505,2437,2987,2741,2954,3474,3396,5043,3164,6807,3914,11627,1390,11019,996,6549,865,5756,572,5970,248,3485,14,1378,0,0,0,0,0,0
Jun-22,경의선,1270,행신,2,0,4049,1387,13375,4954,39614,6519,32182,11172,15279,8404,11169,5928,11980,7520,11798,7746,9284,9465,8064,8472,7944,9583,10657,14374,15378,18486,10417,37377,7085,28722,8269,14298,5661,13036,6085,12088,2587,7413,91,3087,0,0,0,0,0,0
Jun-22,경의선,1271,능곡,2,0,3142,524,7135,3396,15903,2942,15904,6418,8989,3677,6464,3412,6058,3539,5358,3953,5320,3896,4672,4301,4550,5072,5985,6770,6308,7943,5767,12074,3256,10101,2349,5990,1746,6254,1171,6155,549,3560,12,3292,0,0,0,0,0,0
Jun-22,경의선,1272,곡산,0,0,228,113,1095,748,2060,1434,1650,2760,948,981,877,763,708,666,756,851,772,740,927,739,1129,864,1061,916,1697,1156,2081,2001,668,1458,497,910,422,614,225,607,104,443,5,36,0,0,0,0,0,0
Jun-22,경의선,1273,백마,2,0,4482,743,15303,2845,34613,6708,24708,11640,13291,5618,10314,4686,10038,4489,9664,6193,8578,6853,7256,7345,8598,8500,9965,10467,10091,12901,11131,25539,4760,23866,3751,12837,3546,12533,3402,11633,1063,10111,45,530,0,0,0,0,0,0
Jun-22,경의선,1274,풍산,23,0,4097,424,10705,1806,23125,4635,19811,7723,12485,5798,8901,4885,8519,6480,8092,6568,7827,7152,7871,6001,8503,7272,8985,9643,9000,12129,8558,19179,4766,15548,4280,11203,4506,9861,3146,8510,980,7380,35,968,0,0,0,0,0,0
Jun-22,경의선,1275,일산,9,0,7801,776,23557,3924,47508,7884,33638,16859,19349,7783,14528,6851,14092,8118,14158,8540,11900,10214,10383,11091,11800,11989,14242,15835,14538,21819,12700,34028,6749,35081,5056,16429,4562,17231,3854,14354,1349,11454,55,4116,0,0,0,0,0,0
Jun-22,경의선,1276,탄현,39,0,5892,703,21252,2945,37075,6062,28746,9885,15626,5489,12209,4797,11200,5801,10523,6371,9988,6848,8787,9047,9566,9644,10274,11605,10413,18440,11101,28588,6121,30873,4931,15047,4146,14357,3399,10089,1262,9714,84,2494,0,0,0,0,0,0
Jun-22,경의선,1277,야당,48,1,4829,483,16638,2730,30381,5184,27534,9255,13592,7159,11461,5956,10568,7491,10455,8180,9586,8771,9414,10044,10032,12309,11497,14510,11885,24197,10897,32047,8115,29330,8318,15563,9937,13491,8975,11006,4455,9056,559,2340,0,0,0,0,0,0
Jun-22,경의선,1278,운정,51,0,4646,448,18186,5228,31255,7198,28053,11038,14570,5890,11022,4551,9311,5155,9191,6130,8521,6156,7130,7086,8111,8996,10136,12285,11625,16576,11110,22511,5340,21654,3865,12387,3084,11070,2440,9766,699,7211,63,1609,0,0,0,0,0,0
Jun-22,경의선,1279,금릉,60,1,2879,299,9713,2623,18390,5516,15027,11498,9005,5301,7385,4460,7567,4333,7361,5311,6637,5364,6187,6713,6660,7122,7881,8718,9928,12550,11230,14468,5105,14137,4080,7851,3782,7693,2765,7072,728,5513,60,1588,0,0,0,0,0,0
Jun-22,경의선,1280,금촌,109,4,3750,267,10037,4313,20108,9853,18448,15757,12661,8761,10084,7272,10293,6988,11165,9475,10487,9173,9582,9224,10149,10156,11110,11762,13557,16434,16506,17944,8449,15905,6605,10539,5140,10178,3426,8372,986,6136,124,1674,0,0,0,0,0,0
Jun-22,경의선,1282,월롱,34,0,588,40,1068,8415,2366,12018,2502,12569,2388,4071,2205,2657,2746,1731,3729,2841,3652,2149,3248,1838,5272,2108,7200,2542,11062,2908,16038,3229,6387,3009,4578,3290,2583,3645,1149,3371,105,2817,7,663,0,0,0,0,0,0
Jun-22,경의선,1283,파주,53,0,675,7,1418,789,2581,2637,2742,4387,1814,2547,1592,1660,1636,1048,2263,1451,1781,1395,1956,799,2233,1118,3551,1047,5439,1227,4190,1443,1574,1510,869,1219,795,891,391,861,56,721,2,247,0,0,0,0,0,0
Jun-22,경의선,1284,문산,923,2,3278,13,8209,3211,16721,7672,14705,15255,10657,5555,8803,6659,8646,7333,8870,7765,8921,7800,8898,6733,9203,9611,10078,9770,12947,11088,12032,13709,5974,13345,4487,9345,3481,7147,2238,7296,117,5228,1,2341,0,0,0,0,0,0
Jun-22,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,23,205,28,462,15,5,177,5,1,2,4,1,283,140,168,14,506,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-22,경의선,1291,서울역,1,0,911,14,1196,8124,3083,24812,2987,38168,2540,19080,1899,7634,2086,5488,3032,4126,3726,6689,4002,3053,6212,3285,8090,3472,16979,5156,29773,5552,11340,3417,6128,1970,6925,2175,1177,243,2148,1286,1,131,0,0,0,0,0,0
Jun-22,경의선,1292,공덕,12,1,702,113,1932,2003,4631,7189,5274,18980,3732,7951,3613,3264,4111,3739,4635,3380,4643,3270,4599,3486,4736,3596,5669,4553,9876,5743,16527,7564,6953,4863,5802,2826,6416,3117,5700,2548,2646,1795,133,244,0,0,0,0,0,0
Jun-22,경의선,1293,홍대입구,8,1,427,163,784,631,1529,2040,1805,6130,1381,4765,1265,3629,1410,3381,1799,4232,2022,4479,2508,4323,2936,4025,3659,5155,5394,5188,6362,6740,4539,4385,4450,2298,5376,2344,5181,1637,2530,1283,57,198,0,0,0,0,0,0
Jun-22,경의선,1294,디지털미디어시티,6,0,1077,364,3071,1731,10532,2073,10687,4218,5647,3145,4224,2092,3725,2168,3922,2484,3361,2965,3542,2944,3709,3141,4773,4413,5556,6130,5065,9545,2802,7333,2023,4635,1855,3985,1523,4303,764,3030,50,443,0,0,0,0,0,0
Jun-22,경의선,1296,계양,0,0,0,0,0,0,1,0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-22,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-22,경춘선,1311,신내,19,0,1114,772,2776,3476,8450,5262,7237,7714,3934,2591,2864,1979,2540,1759,2678,1900,2695,2445,2616,1963,3156,3193,5064,2810,4407,4293,5934,5256,2702,4405,1454,2408,1218,2365,1015,2255,480,1358,37,572,0,0,0,0,0,0
Jun-22,경춘선,1312,갈매,4,1,1991,580,4119,2403,17150,3416,10084,4947,6690,2731,4397,2413,3402,2126,4198,2356,3325,3101,3165,2444,3354,4083,4533,4490,4825,6092,4395,10064,2176,7889,2126,4340,2336,3848,1474,2905,671,1686,18,698,0,0,0,0,0,0
Jun-22,경춘선,1313,별내,28,1,1439,1160,3986,2962,13592,3995,10108,6988,6440,4449,4796,3246,3726,3348,4664,3198,4062,3684,3973,3257,4440,4409,6072,4984,6157,7563,6819,9618,3232,8799,2644,4732,2323,3174,2051,3858,1009,1768,38,636,0,0,0,0,0,0
Jun-22,경춘선,1314,퇴계원,20,0,3118,694,5945,1853,18732,3931,13151,4944,9404,2653,6245,3014,4976,2843,5296,3644,4555,3808,3758,3801,4136,4235,4065,6036,4648,9439,6064,10952,2673,11353,1880,6438,1607,4362,1115,5786,416,2368,19,804,0,0,0,0,0,0
Jun-22,경춘선,1315,사릉,8,0,2350,796,4149,1560,11311,5274,8662,5173,5694,2301,3884,2374,3201,2220,3359,2464,3137,2006,2617,3014,3099,2677,3089,3856,4555,5996,5157,6884,2140,8629,1578,3962,1130,3014,780,2969,247,2076,15,590,0,0,0,0,0,0
Jun-22,경춘선,1316,금곡,7,0,1667,304,2613,1247,4645,2221,4895,5981,3476,2123,2746,1678,2632,1542,2449,2029,2489,1552,2090,2391,2479,2226,2861,2489,3296,3387,3485,4026,1363,3880,934,1665,700,1895,509,1674,173,1175,10,255,0,0,0,0,0,0
Jun-22,경춘선,1317,평내호평,568,7,5940,844,13970,1734,27750,4760,20850,10873,12648,7112,10809,5880,9452,5930,9162,7986,8731,7081,7059,9058,7993,8899,8105,10061,8662,17996,8863,19332,5350,22892,4775,10329,4127,8987,3591,7911,1656,5155,33,2900,0,0,0,0,0,0
Jun-22,경춘선,1318,천마산,39,0,1197,293,3940,800,8138,2131,6513,1928,4945,1764,3840,1533,3004,2052,2766,2128,2391,2054,2246,2485,1941,2988,2491,3128,2043,4422,2263,5631,1047,4552,758,3342,659,2579,475,2109,121,1448,2,74,0,0,0,0,0,0
Jun-22,경춘선,1319,마석,26,0,1569,486,8774,2936,15231,6582,12991,8023,9470,5728,7727,4140,6861,5467,7007,4851,6133,6301,5732,5621,5746,6890,6737,6911,6720,10052,7456,9950,3671,13097,2963,6907,2339,5396,1666,4963,749,2738,3,388,0,0,0,0,0,0
Jun-22,경춘선,1320,대성리,16,0,4387,105,3187,447,2140,878,2103,1226,2250,1038,3657,1582,5375,1780,2154,2268,1354,5209,1460,7960,1625,3986,1818,2926,1750,2056,1409,1473,773,1123,535,642,419,429,188,384,109,340,1,0,0,0,0,0,0,0
Jun-22,경춘선,1321,청평,16,0,1569,190,2390,975,4279,1776,5381,4749,3762,3452,4381,3911,6037,3095,4183,4619,3648,3790,3826,4665,4087,4183,4144,4219,4757,5077,3618,4195,1977,3530,1348,2558,932,1977,487,1368,180,1432,0,0,0,0,0,0,0,0
Jun-22,경춘선,1322,상천,0,0,321,62,291,213,673,381,746,939,565,1059,729,1355,743,1146,706,702,800,583,1224,888,1217,692,1242,461,1120,547,554,442,320,446,198,242,114,214,37,143,21,141,0,7,0,0,0,0,0,0
Jun-22,경춘선,1323,가평,0,0,848,190,1678,1454,3440,2741,4093,7027,3175,5497,4539,5271,8697,7011,5105,6170,4418,6366,4669,5961,5256,4533,6116,3273,6305,4041,5746,3472,2850,3096,2308,2273,1492,1548,708,1361,285,1192,8,111,0,0,0,0,0,0
Jun-22,경춘선,1324,굴봉산,0,0,188,20,231,92,187,329,318,477,261,358,379,1011,488,689,421,426,570,319,791,451,686,417,661,364,585,325,243,288,220,222,249,219,137,177,81,85,56,81,0,6,0,0,0,0,0,0
Jun-22,경춘선,1325,백양리,1,0,35,18,31,108,60,409,171,244,128,188,239,404,349,368,209,203,227,201,275,232,383,206,257,205,394,118,286,115,115,118,120,77,90,44,47,62,22,43,1,3,0,0,0,0,0,0
Jun-22,경춘선,1326,강촌,4,0,206,25,270,187,496,360,611,1995,783,1748,1017,2040,1978,2285,1389,1189,1296,1104,1593,1332,1919,893,2100,993,1885,688,1217,762,814,649,572,393,279,368,117,292,54,247,9,5,0,0,0,0,0,0
Jun-22,경춘선,1327,김유정,6,0,135,34,211,134,568,550,430,1013,427,1191,480,1733,612,1823,803,1406,930,1060,1282,983,1550,773,1496,672,1570,745,910,676,584,452,377,293,162,202,45,188,21,73,8,31,0,0,0,0,0,0
